job,marital,education,default,housing,loan,contact,day,month,poutcome,hubo_contacto_?,age,balance_log,campaign_log,pdays_dias_transcurridos_log,previous_log,get_account_?
blue-collar,married,primary,no,yes,yes,telephone,23,jul,no_aporto_esta_informacion,no,49,8.106212902619962,1.9459101490553128,0.0,0.0,no
self-employed,married,secondary,no,yes,no,cellular,29,jul,no_aporto_esta_informacion,no,33,8.169053149927343,2.5649493574615367,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,20,nov,no_aporto_esta_informacion,no,30,8.452547997922705,1.0986122886681098,0.0,0.0,no
services,married,secondary,no,no,no,no_aporto_esta_informacion,17,jun,no_aporto_esta_informacion,no,36,8.574707097616844,1.0986122886681098,0.0,0.0,no
student,single,secondary,no,no,no,cellular,5,jun,no_aporto_esta_informacion,no,23,9.435960853165286,1.0986122886681098,0.0,0.0,no
retired,divorced,secondary,no,yes,no,cellular,30,jul,no_aporto_esta_informacion,no,57,8.117908942383155,1.3862943611198906,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,27,9.09133158539398,1.0986122886681098,0.0,0.0,no
services,married,secondary,no,no,yes,cellular,21,nov,no_aporto_esta_informacion,no,38,8.106514516255185,1.0986122886681098,0.0,0.0,no
technician,married,tertiary,no,no,no,cellular,3,apr,no_aporto_esta_informacion,no,42,8.318010277546872,0.6931471805599453,0.0,0.0,no
retired,married,secondary,no,no,no,telephone,15,apr,success,yes,75,7.361375428977347,0.6931471805599453,5.204006687076795,1.0986122886681098,yes
technician,single,tertiary,no,yes,no,cellular,4,may,success,yes,34,8.36799688505411,0.6931471805599453,4.48863636973214,1.0986122886681098,no
technician,married,secondary,no,no,no,cellular,6,aug,no_aporto_esta_informacion,no,48,8.484876589939695,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,yes,no,cellular,19,aug,failure,yes,35,8.695004592732307,1.0986122886681098,4.955827057601261,1.3862943611198906,yes
management,divorced,tertiary,no,yes,no,cellular,19,nov,failure,yes,39,8.440312147080279,1.6094379124341005,4.844187086458591,0.6931471805599453,no
blue-collar,single,tertiary,no,no,no,telephone,21,apr,no_aporto_esta_informacion,no,29,8.234830280442056,0.6931471805599453,0.0,0.0,yes
technician,single,tertiary,no,yes,no,cellular,18,nov,no_aporto_esta_informacion,no,45,8.106212902619962,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,yes,yes,cellular,9,jul,no_aporto_esta_informacion,no,42,8.583916823459145,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,8,jul,failure,yes,29,8.499843553081124,0.6931471805599453,4.127134385045092,0.6931471805599453,no
services,single,secondary,no,yes,no,cellular,2,feb,failure,yes,38,8.045267716607803,0.6931471805599453,5.605802066295998,0.6931471805599453,no
retired,married,secondary,no,no,no,cellular,28,aug,no_aporto_esta_informacion,no,56,8.444192298531748,2.70805020110221,0.0,0.0,no
technician,single,secondary,no,yes,no,cellular,13,aug,no_aporto_esta_informacion,no,36,9.430599768110527,1.3862943611198906,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,23,jun,no_aporto_esta_informacion,no,25,7.994632311431825,1.3862943611198906,0.0,0.0,no
technician,married,tertiary,no,yes,no,cellular,15,may,otro_resultado,yes,38,8.228710798793687,1.0986122886681098,5.924255797414532,0.6931471805599453,no
self-employed,married,secondary,no,no,no,cellular,19,nov,no_aporto_esta_informacion,no,57,9.602990383037504,0.6931471805599453,0.0,0.0,no
management,married,tertiary,yes,no,no,cellular,12,aug,no_aporto_esta_informacion,no,31,8.026823576217629,1.6094379124341005,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,3,aug,no_aporto_esta_informacion,no,42,8.212568398234145,1.0986122886681098,0.0,0.0,yes
technician,married,secondary,no,no,no,cellular,11,aug,no_aporto_esta_informacion,no,45,11.131972465357672,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,13,may,failure,yes,30,8.364042011922063,1.0986122886681098,5.863631175598097,1.0986122886681098,no
blue-collar,married,primary,no,yes,yes,telephone,10,jul,no_aporto_esta_informacion,no,49,8.194229304819817,2.3978952727983707,0.0,0.0,no
services,married,secondary,no,no,no,cellular,21,aug,no_aporto_esta_informacion,no,49,8.220133957151859,1.3862943611198906,0.0,0.0,no
retired,married,tertiary,no,yes,no,cellular,31,jul,no_aporto_esta_informacion,no,53,8.099554282376364,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,37,8.901775088607979,1.791759469228055,0.0,0.0,no
blue-collar,married,primary,no,no,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,49,8.210668031162976,1.0986122886681098,0.0,0.0,no
self-employed,married,primary,no,no,no,cellular,13,aug,no_aporto_esta_informacion,no,41,8.165932137321585,2.079441541679836,0.0,0.0,no
management,married,primary,no,yes,no,cellular,20,nov,no_aporto_esta_informacion,no,54,8.518392471991719,0.6931471805599453,0.0,0.0,no
services,single,secondary,no,yes,no,no_aporto_esta_informacion,6,may,no_aporto_esta_informacion,no,32,8.221747728346623,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,15,may,no_aporto_esta_informacion,no,33,8.042699496897637,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,20,apr,otro_resultado,yes,33,8.20903626577507,0.6931471805599453,5.493061443340548,0.6931471805599453,no
blue-collar,married,primary,no,yes,no,cellular,18,may,no_aporto_esta_informacion,no,36,8.142645185942795,0.6931471805599453,0.0,0.0,no
technician,married,tertiary,no,yes,yes,cellular,23,sep,otro_resultado,yes,35,8.106212902619962,0.6931471805599453,4.143134726391533,1.9459101490553128,no
no_aporto_esta_informacion,married,secondary,no,no,no,cellular,25,aug,no_aporto_esta_informacion,no,52,8.148156439921625,1.9459101490553128,0.0,0.0,no
entrepreneur,married,tertiary,no,no,no,no_aporto_esta_informacion,9,jun,no_aporto_esta_informacion,no,40,8.83724564389847,1.3862943611198906,0.0,0.0,no
technician,single,secondary,no,yes,no,cellular,13,may,failure,yes,44,8.116118431609365,1.3862943611198906,5.863631175598097,2.3978952727983707,no
blue-collar,single,secondary,no,yes,no,cellular,26,jul,success,yes,45,8.106212902619962,1.0986122886681098,4.5217885770490405,1.791759469228055,no
student,single,secondary,no,no,no,cellular,26,jan,no_aporto_esta_informacion,no,30,8.765770543987257,0.6931471805599453,0.0,0.0,no
technician,divorced,secondary,yes,no,no,cellular,27,aug,no_aporto_esta_informacion,no,48,8.112227958349724,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,2,apr,otro_resultado,yes,33,8.837971491357209,0.6931471805599453,5.733341276897746,1.0986122886681098,no
technician,married,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,5,may,no_aporto_esta_informacion,no,57,8.166500319155052,1.3862943611198906,0.0,0.0,no
housemaid,married,primary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,57,9.249272581977973,1.3862943611198906,0.0,0.0,no
unemployed,married,tertiary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,51,8.506940814951886,1.6094379124341005,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,34,8.106514516255185,2.079441541679836,0.0,0.0,no
self-employed,married,tertiary,no,no,no,cellular,19,nov,no_aporto_esta_informacion,no,50,8.899321434159964,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,28,aug,no_aporto_esta_informacion,no,44,8.864605368075784,2.5649493574615367,0.0,0.0,no
admin.,married,secondary,no,yes,yes,no_aporto_esta_informacion,4,jun,no_aporto_esta_informacion,no,27,8.028781162487148,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,50,8.27410200229233,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,28,jan,otro_resultado,yes,36,8.106212902619962,0.6931471805599453,5.525452939131784,0.6931471805599453,no
management,married,secondary,no,yes,no,no_aporto_esta_informacion,12,may,no_aporto_esta_informacion,no,42,8.047509510981422,1.0986122886681098,0.0,0.0,no
unemployed,single,secondary,no,no,no,cellular,27,may,no_aporto_esta_informacion,no,32,8.106212902619962,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,11,jul,no_aporto_esta_informacion,no,42,8.242493153187626,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,no,yes,cellular,8,may,failure,yes,43,8.106212902619962,1.0986122886681098,5.153291594497779,1.791759469228055,no
management,married,tertiary,no,yes,no,cellular,9,feb,no_aporto_esta_informacion,no,31,8.21878715560148,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,14,aug,no_aporto_esta_informacion,no,32,8.641885635373555,1.791759469228055,0.0,0.0,no
blue-collar,divorced,primary,no,no,yes,cellular,11,jul,no_aporto_esta_informacion,no,55,8.22282213081366,1.0986122886681098,0.0,0.0,no
retired,married,primary,no,yes,no,cellular,3,feb,failure,yes,58,8.812248018197431,1.3862943611198906,5.583496308781699,1.0986122886681098,no
blue-collar,married,primary,no,no,no,cellular,8,aug,no_aporto_esta_informacion,no,46,6.280395838960195,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,55,8.36730010184162,1.6094379124341005,0.0,0.0,no
management,married,tertiary,no,no,yes,cellular,23,jul,no_aporto_esta_informacion,no,34,8.224163512637862,1.0986122886681098,0.0,0.0,no
unemployed,single,secondary,no,no,no,cellular,12,aug,no_aporto_esta_informacion,no,28,8.11102783819368,1.6094379124341005,0.0,0.0,no
technician,divorced,tertiary,no,yes,no,cellular,29,jul,no_aporto_esta_informacion,no,42,9.2596066132791,1.0986122886681098,0.0,0.0,no
blue-collar,single,secondary,no,no,yes,cellular,10,jul,no_aporto_esta_informacion,no,29,10.735309127783832,1.3862943611198906,0.0,0.0,yes
housemaid,married,secondary,no,yes,yes,cellular,25,jul,no_aporto_esta_informacion,no,54,8.16735198705607,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,26,aug,no_aporto_esta_informacion,no,32,8.106212902619962,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,no,no,cellular,2,feb,no_aporto_esta_informacion,no,39,9.118005760773388,1.3862943611198906,0.0,0.0,no
entrepreneur,married,tertiary,no,no,yes,cellular,21,jul,no_aporto_esta_informacion,no,53,8.278682162970906,1.6094379124341005,0.0,0.0,no
technician,married,tertiary,no,no,no,cellular,18,aug,failure,yes,58,8.342363500380579,0.6931471805599453,4.3694478524670215,1.0986122886681098,no
self-employed,married,secondary,no,yes,yes,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,40,8.482808764554406,0.6931471805599453,0.0,0.0,no
student,single,secondary,no,yes,no,no_aporto_esta_informacion,7,may,no_aporto_esta_informacion,no,29,8.339739766019143,0.6931471805599453,0.0,0.0,no
technician,married,tertiary,no,yes,yes,cellular,15,jul,no_aporto_esta_informacion,no,33,10.509386964531792,1.3862943611198906,0.0,0.0,no
admin.,single,secondary,no,yes,no,telephone,31,jul,no_aporto_esta_informacion,no,38,8.34687925374656,2.6390573296152584,0.0,0.0,no
services,divorced,secondary,no,no,no,cellular,29,jul,no_aporto_esta_informacion,no,56,8.371473537066832,1.9459101490553128,0.0,0.0,no
services,married,secondary,no,yes,no,cellular,2,jun,failure,yes,40,8.106212902619962,0.6931471805599453,3.367295829986474,1.3862943611198906,no
blue-collar,single,secondary,no,yes,yes,cellular,18,may,no_aporto_esta_informacion,no,24,8.157370441186774,0.6931471805599453,0.0,0.0,yes
management,married,secondary,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,46,9.648659816955297,1.3862943611198906,0.0,0.0,no
self-employed,married,secondary,no,yes,no,cellular,21,nov,no_aporto_esta_informacion,no,35,8.252967195000798,1.6094379124341005,0.0,0.0,no
blue-collar,single,tertiary,no,yes,no,cellular,21,jul,no_aporto_esta_informacion,no,35,8.106212902619962,1.6094379124341005,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,34,8.107418811719974,0.6931471805599453,0.0,0.0,no
housemaid,married,tertiary,no,no,no,cellular,12,aug,failure,yes,35,10.401653378155329,1.0986122886681098,4.382026634673881,0.6931471805599453,no
technician,single,tertiary,no,no,no,cellular,28,aug,no_aporto_esta_informacion,no,38,8.106212902619962,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,no,no,cellular,18,nov,no_aporto_esta_informacion,no,50,9.115040192121858,1.3862943611198906,0.0,0.0,no
blue-collar,divorced,primary,no,yes,no,cellular,13,may,no_aporto_esta_informacion,no,51,8.117312461601975,0.6931471805599453,0.0,0.0,no
self-employed,married,tertiary,no,no,no,no_aporto_esta_informacion,13,may,no_aporto_esta_informacion,no,59,8.270781013162674,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,20,apr,no_aporto_esta_informacion,no,32,8.40357646462927,0.6931471805599453,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,2,jun,no_aporto_esta_informacion,no,37,8.83579236650274,0.6931471805599453,0.0,0.0,no
admin.,divorced,secondary,no,no,no,no_aporto_esta_informacion,16,may,no_aporto_esta_informacion,no,42,8.125039097367745,1.9459101490553128,0.0,0.0,no
student,married,secondary,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,40,8.181720455128108,1.9459101490553128,0.0,0.0,no
technician,single,tertiary,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,28,8.627660644442209,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,47,8.383661798791715,1.3862943611198906,0.0,0.0,no
self-employed,married,secondary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,27,8.037543185118697,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,17,jul,no_aporto_esta_informacion,no,41,8.120886021092838,1.791759469228055,0.0,0.0,no
admin.,married,tertiary,no,no,yes,cellular,4,aug,success,yes,34,8.126813720726114,1.3862943611198906,0.6931471805599453,1.9459101490553128,yes
blue-collar,married,primary,no,yes,no,cellular,7,aug,no_aporto_esta_informacion,no,50,8.912338567117548,1.0986122886681098,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,28,may,no_aporto_esta_informacion,no,47,8.24143968982973,1.0986122886681098,0.0,0.0,no
services,married,secondary,no,no,no,cellular,18,aug,no_aporto_esta_informacion,no,53,9.02509454366498,1.9459101490553128,0.0,0.0,no
technician,divorced,secondary,no,yes,yes,cellular,15,jul,no_aporto_esta_informacion,no,53,8.106212902619962,1.791759469228055,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,14,aug,no_aporto_esta_informacion,no,47,8.853093836138493,1.0986122886681098,0.0,0.0,no
entrepreneur,divorced,no_aporto_esta_informacion,yes,yes,no,cellular,30,jul,no_aporto_esta_informacion,no,49,7.868636894184167,1.0986122886681098,0.0,0.0,yes
management,married,tertiary,no,no,no,cellular,28,jan,no_aporto_esta_informacion,no,29,8.233768709217097,0.6931471805599453,0.0,0.0,no
blue-collar,divorced,primary,no,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,45,8.007700012884026,0.6931471805599453,0.0,0.0,yes
entrepreneur,married,secondary,no,yes,yes,cellular,24,jul,no_aporto_esta_informacion,no,38,8.270781013162674,3.218875824868201,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,cellular,9,apr,no_aporto_esta_informacion,no,32,8.31238059678675,1.791759469228055,0.0,0.0,yes
retired,divorced,primary,no,no,no,cellular,18,may,no_aporto_esta_informacion,no,70,8.967759126769497,0.6931471805599453,0.0,0.0,no
retired,divorced,primary,no,no,no,cellular,1,jun,failure,yes,65,8.54772239645106,1.0986122886681098,5.241747015059643,1.791759469228055,no
blue-collar,married,secondary,no,yes,no,telephone,22,jul,no_aporto_esta_informacion,no,56,8.205218426395412,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,14,jul,no_aporto_esta_informacion,no,35,8.434246270595311,1.0986122886681098,0.0,0.0,no
management,married,no_aporto_esta_informacion,no,no,yes,cellular,25,jul,no_aporto_esta_informacion,no,56,8.207401833376355,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,no,yes,cellular,23,jul,no_aporto_esta_informacion,no,56,8.166216268592143,1.0986122886681098,0.0,0.0,no
entrepreneur,married,secondary,no,yes,no,cellular,17,apr,no_aporto_esta_informacion,no,49,8.294549515143679,0.6931471805599453,0.0,0.0,yes
unemployed,married,primary,no,yes,yes,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,38,8.403352374992478,1.791759469228055,0.0,0.0,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,35,8.936035096566041,0.6931471805599453,0.0,0.0,no
admin.,married,tertiary,no,no,no,cellular,18,nov,no_aporto_esta_informacion,no,38,8.273846932784508,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,6,may,failure,yes,49,9.380926672551716,2.079441541679836,5.123963979403259,0.6931471805599453,no
management,married,no_aporto_esta_informacion,no,no,no,cellular,28,jan,no_aporto_esta_informacion,no,55,8.262042843966942,1.0986122886681098,0.0,0.0,no
blue-collar,single,primary,no,yes,no,cellular,30,jul,no_aporto_esta_informacion,no,43,8.106816038947052,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,no,yes,cellular,20,aug,no_aporto_esta_informacion,no,43,8.106816038947052,1.0986122886681098,0.0,0.0,no
admin.,single,tertiary,no,yes,no,cellular,27,may,failure,yes,25,8.312626025674962,1.3862943611198906,4.499809670330265,1.0986122886681098,yes
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,30,8.440744019252831,1.0986122886681098,0.0,0.0,no
